id,sensor_id,temperature,humidity,pressure,timestamp,pm25,light,uv_level,rain_raw,wind_raw,vibration,location,ingestion_timestamp,batch_id
827,192.168.1.50,17.21,35.4,1023.0,[],98.0,0,0,0,99,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
56,10.207.51.79,24.0,39.0,939.0,[],5.0,2609,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
251,192.168.1.50,17.9,59.0,1010.0,[],99.0,20219,4,0,78,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
552,192.168.1.50,15.19,56.1,1010.0,[],120.0,0,0,0,228,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
28,10.207.51.79,24.0,39.0,939.0,[],6.0,2427,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
47,10.207.51.79,24.0,38.0,939.0,[],5.0,2417,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
114,192.168.1.50,22.95,66.0,1017.0,[],12.0,51321,1,0,18,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
136,192.168.1.50,2.28,99.2,996.0,[],11.0,0,0,576,127,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
530,192.168.1.50,21.14,88.1,993.0,[],28.0,3278,1,139,244,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
546,192.168.1.50,4.42,42.5,1011.0,[],36.0,0,0,0,249,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
731,192.168.1.50,9.59,93.9,995.0,[],2.0,4294,0,565,340,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
769,192.168.1.50,17.91,33.9,1028.0,[],85.0,28760,8,0,85,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
869,192.168.1.50,12.28,58.7,1015.0,[],98.0,0,0,0,212,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
573,192.168.1.50,5.29,58.9,1027.0,[],40.0,0,0,0,273,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
734,192.168.1.50,16.99,45.5,1026.0,[],65.0,52365,4,0,144,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
761,192.168.1.50,17.95,64.6,1026.0,[],109.0,35361,6,0,109,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
978,192.168.1.50,24.39,69.0,1027.0,[],130.0,1699,3,0,212,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
14,10.207.51.79,24.0,38.0,939.0,[],5.0,2438,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
231,192.168.1.50,14.01,32.1,1030.0,[],11.0,54018,6,0,205,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
289,192.168.1.50,10.77,93.1,996.0,[],19.0,0,0,581,273,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
690,192.168.1.50,7.75,54.3,1013.0,[],126.0,0,0,0,143,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
781,192.168.1.50,10.44,92.8,997.0,[],17.0,3989,1,788,381,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
91,10.207.51.79,24.0,39.0,939.0,[],6.0,2375,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
113,192.168.1.50,23.01,55.4,1011.0,[],113.0,56456,5,0,63,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
325,192.168.1.50,12.33,93.8,993.0,[],13.0,0,0,358,145,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
374,192.168.1.50,5.15,77.3,1011.0,[],13.0,0,0,0,242,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
375,192.168.1.50,16.38,61.0,1015.0,[],30.0,0,0,0,265,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
760,192.168.1.50,17.07,51.7,1014.0,[],61.0,0,0,0,282,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
81,10.207.51.79,24.0,38.0,939.0,[],5.0,2392,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
187,192.168.1.50,6.06,45.5,1018.0,[],82.0,0,0,0,270,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
768,192.168.1.50,5.73,61.0,1024.0,[],75.0,0,0,0,176,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
917,192.168.1.50,14.63,89.5,1003.0,[],29.0,0,0,315,338,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
84,10.207.51.79,24.0,39.0,939.0,[],5.0,2500,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
104,192.168.1.50,14.13,46.6,1019.0,[],120.0,43307,6,0,193,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
138,192.168.1.50,22.36,45.0,1027.0,[],144.0,11660,9,0,35,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
244,192.168.1.50,6.34,62.6,1030.0,[],11.0,0,0,0,202,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
298,192.168.1.50,18.58,52.9,1013.0,[],40.0,33954,8,0,197,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
401,192.168.1.50,12.39,41.8,1020.0,[],49.0,0,0,0,269,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
560,192.168.1.50,8.5,48.9,1017.0,[],125.0,0,0,0,123,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
805,192.168.1.50,15.84,41.9,1030.0,[],37.0,22670,11,0,170,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
902,192.168.1.50,12.17,63.4,1029.0,[],140.0,60552,2,0,294,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
921,192.168.1.50,16.18,45.0,1017.0,[],11.0,17110,9,0,291,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
176,192.168.1.50,15.16,60.8,1010.0,[],49.0,8698,2,0,58,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
227,192.168.1.50,8.33,61.4,1021.0,[],87.0,0,0,0,179,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
444,192.168.1.50,13.34,47.3,1027.0,[],104.0,43168,3,0,224,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
853,192.168.1.50,19.51,69.0,1015.0,[],11.0,63240,8,0,257,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
877,192.168.1.50,7.52,65.9,1015.0,[],6.0,0,0,0,180,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
371,192.168.1.50,7.94,76.5,1011.0,[],125.0,0,0,0,101,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
675,192.168.1.50,16.49,59.2,1025.0,[],95.0,33758,5,0,113,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
832,192.168.1.50,4.96,46.7,1027.0,[],91.0,0,0,0,138,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
287,192.168.1.50,13.04,64.3,1018.0,[],148.0,0,0,0,61,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
353,192.168.1.50,11.19,68.5,1022.0,[],134.0,0,0,0,40,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
523,192.168.1.50,4.85,65.1,1013.0,[],121.0,0,0,0,278,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
980,192.168.1.50,17.55,62.0,1016.0,[],7.0,0,0,0,101,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
4,10.207.51.79,25.0,40.0,939.0,[],5.0,2382,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
183,192.168.1.50,24.33,69.3,1025.0,[],135.0,36783,5,0,7,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
340,192.168.1.50,13.29,42.7,1030.0,[],13.0,52878,2,0,6,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
343,192.168.1.50,10.25,79.3,1019.0,[],51.0,0,0,0,231,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
516,192.168.1.50,17.71,61.6,1021.0,[],55.0,51503,1,0,254,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
551,192.168.1.50,5.69,38.0,1021.0,[],11.0,0,0,0,254,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
598,192.168.1.50,4.39,88.4,992.0,[],22.0,0,0,675,224,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
7,10.207.51.79,25.0,40.0,939.0,[],5.0,2411,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
225,192.168.1.50,14.4,42.7,1021.0,[],74.0,24109,5,0,281,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
358,192.168.1.50,13.52,45.4,1020.0,[],138.0,0,0,0,208,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
373,192.168.1.50,4.77,51.4,1025.0,[],105.0,0,0,0,99,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
541,192.168.1.50,16.71,41.9,1024.0,[],17.0,10019,11,0,135,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
236,192.168.1.50,21.55,62.6,1024.0,[],17.0,58264,9,0,278,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
308,192.168.1.50,18.73,59.8,1024.0,[],115.0,2275,8,0,264,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
451,192.168.1.50,15.65,64.5,1014.0,[],88.0,0,0,0,62,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
479,192.168.1.50,6.51,41.6,1012.0,[],82.0,0,0,0,5,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
871,192.168.1.50,7.52,57.5,1020.0,[],141.0,0,0,0,55,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
382,192.168.1.50,20.9,50.9,1030.0,[],85.0,24577,3,0,256,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
558,192.168.1.50,24.7,71.6,1026.0,[],54.0,21412,7,0,134,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
579,192.168.1.50,17.84,49.0,1024.0,[],25.0,0,0,0,270,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
709,192.168.1.50,22.74,31.0,1030.0,[],90.0,54530,2,0,76,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
803,192.168.1.50,23.23,37.6,1010.0,[],17.0,39378,5,0,30,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
846,192.168.1.50,17.14,76.3,1021.0,[],144.0,0,0,0,120,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
986,192.168.1.50,20.47,70.1,1020.0,[],84.0,37198,5,0,247,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
786,192.168.1.50,9.18,69.4,1030.0,[],48.0,0,0,0,7,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
845,192.168.1.50,19.74,48.0,1028.0,[],78.0,56093,6,0,102,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
204,192.168.1.50,24.54,54.7,1017.0,[],26.0,12418,11,0,116,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
349,192.168.1.50,24.75,69.0,1013.0,[],21.0,45155,9,0,79,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
455,192.168.1.50,12.09,75.7,1023.0,[],7.0,0,0,0,137,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
499,192.168.1.50,5.97,66.5,1020.0,[],10.0,0,0,0,164,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
641,192.168.1.50,14.32,66.2,1012.0,[],10.0,43708,5,0,293,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
694,192.168.1.50,8.09,45.2,1011.0,[],137.0,0,0,0,16,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
773,192.168.1.50,15.43,79.6,1014.0,[],141.0,0,0,0,204,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
838,192.168.1.50,7.77,67.5,1022.0,[],114.0,0,0,0,20,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
110,192.168.1.50,10.05,41.8,1018.0,[],139.0,62339,11,0,89,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
169,192.168.1.50,5.71,92.8,999.0,[],4.0,0,0,534,419,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
259,192.168.1.50,13.94,56.8,1023.0,[],76.0,0,0,0,206,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
613,192.168.1.50,11.37,86.8,1001.0,[],20.0,0,0,545,354,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
703,192.168.1.50,6.57,36.1,1023.0,[],18.0,0,0,0,103,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
956,192.168.1.50,20.75,56.8,1015.0,[],129.0,41888,3,0,225,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
133,192.168.1.50,21.14,69.5,1013.0,[],93.0,20124,7,0,183,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
139,192.168.1.50,18.51,62.2,1011.0,[],69.0,2126,11,0,175,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
775,192.168.1.50,10.61,91.6,997.0,[],17.0,2280,1,614,355,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
912,192.168.1.50,18.2,34.4,1027.0,[],128.0,50841,7,0,182,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
925,192.168.1.50,6.02,86.3,996.0,[],19.0,0,0,574,346,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
992,192.168.1.50,17.87,30.1,1030.0,[],142.0,0,0,0,30,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
145,192.168.1.50,7.25,65.6,1025.0,[],131.0,0,0,0,187,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
430,192.168.1.50,20.18,64.6,1023.0,[],121.0,29411,7,0,18,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
128,192.168.1.50,18.9,96.0,1005.0,[],25.0,3082,2,114,219,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
509,192.168.1.50,10.15,57.8,1027.0,[],128.0,0,0,0,19,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
647,192.168.1.50,11.65,64.6,1013.0,[],58.0,4026,4,0,267,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
676,192.168.1.50,14.78,73.5,1015.0,[],139.0,0,0,0,284,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
710,192.168.1.50,7.57,31.7,1023.0,[],74.0,0,0,0,216,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
738,192.168.1.50,12.38,70.5,1027.0,[],17.0,0,0,0,128,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
142,192.168.1.50,8.26,34.1,1013.0,[],46.0,0,0,0,166,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
460,192.168.1.50,14.95,41.2,1029.0,[],38.0,63063,8,0,233,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
488,192.168.1.50,11.39,59.2,1016.0,[],103.0,0,0,0,130,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
744,192.168.1.50,15.29,44.5,1022.0,[],94.0,0,0,0,4,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
140,192.168.1.50,14.91,90.4,996.0,[],28.0,1667,1,235,279,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
319,192.168.1.50,13.98,48.1,1018.0,[],135.0,33329,2,0,110,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
426,192.168.1.50,14.77,40.4,1017.0,[],108.0,0,0,0,141,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
679,192.168.1.50,13.04,59.1,1010.0,[],64.0,0,0,0,195,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
85,10.207.51.79,24.0,39.0,939.0,[],5.0,2431,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
667,192.168.1.50,24.92,46.4,1010.0,[],33.0,52204,1,0,4,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
752,192.168.1.50,7.83,58.4,1012.0,[],91.0,0,0,0,74,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
950,192.168.1.50,5.84,46.8,1017.0,[],59.0,0,0,0,36,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
90,10.207.51.79,24.0,39.0,939.0,[],5.0,2369,0,0,0,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
155,192.168.1.50,21.46,48.7,1010.0,[],141.0,38435,5,0,261,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
257,192.168.1.50,19.89,77.8,1027.0,[],142.0,36945,5,0,106,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
665,192.168.1.50,8.18,38.5,1014.0,[],132.0,0,0,0,71,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
730,192.168.1.50,22.16,69.6,1011.0,[],7.0,51572,5,0,101,True,Unknown,2025-12-10 18:59:12.609964,batch_20251210_185912
